userName,score,at,label_data,content
sudarmaji 1468,5,9/10/2022 15:25,positif,"bagus banget ada aplikasi dana,, semoga semakin keren"
Ifan Putra,5,9/10/2022 15:23,positif,Karena dana membuat saya mudah untuk transaksi dimana saja
kaptien cengkal,1,9/10/2022 15:22,negatif,sering macet kalau mau dipakai.. Kenapa ya? Jadi kesal
Say Full,1,9/10/2022 15:19,negatif,"Bagi kalian yang mau pakai aplikasi ini, harus punya kesabaran, karena dana sangat lemot, apalagi kalau mau ambil saldo banyak, lama banget"
Sellah Vikri,5,9/10/2022 15:18,positif,bagus dan cukup cepat kalau transfer ke bank lain
Rini Rin,1,9/10/2022 15:17,positif,"uang aman, dapat untung juga,, mantap dana"
DEDE AHMAD HISAMUDIN,5,9/10/2022 15:17,negatif,"masalah pembekuan masih belum bisa, tolong saldo saya masih ada di dana ..😕"
Edi Riyanto,1,9/10/2022 15:12,negatif,"Aplikasi buruk,isi dana gak bisa mau transfer juga susah"
Yanz YT0704,5,9/10/2022 15:09,positif,"mantap selalu meningkat, dan semakin bagus"
Suprayogi Prasetya,5,9/10/2022 15:05,positif,Bagus Keren Terbaik Dan Mantap 👌👌👌
Risman Syah,4,9/10/2022 15:05,positif,cukup membantu aplikasinya.. Semoga semakin bagus lagi
MN G,1,9/10/2022 15:05,negatif,Kenapa saya tidak mendapatkan kode?? Katanya sudah terlalu lama tidak aktif.. Gak jelas :'(
Lisa Aku,1,9/10/2022 15:04,negatif,"Kenapa harus update ke premium?? Ribet, saya masih gak punya ktp"
NETIZEN,5,9/10/2022 15:00,positif,"Tepat sekali, butuh kirim uang, coba dana dan nyaman digunakan!!"
randi putra,1,9/10/2022 15:00,negatif,"cari aplikasi lain saja, admin lama responnya.. Merugikan saja"
M husni Tamrin,4,9/10/2022 14:57,positif,bagus banget selalu dapat untung kalau transfer dan isi saldo
Erfan Gustian,5,9/10/2022 14:56,negatif,Kenapa selalu susah untuk masuk ke aplikasi dana??
lesley 06,4,9/10/2022 14:55,positif,cukup memudahkan untuk transfer tanpa pergi keluar
Gayuh Pangestu,5,9/10/2022 14:53,negatif,"Kenapa gak bisa kirim harus upgrade ,mau upgrade malah gak bisa tolong ini bagaimana??"
Melinda Meli,1,9/10/2022 14:53,negatif,Kenapa gak bisa dibuka setelah update. Selalu keluar setiap mau dibuka
Judith MS,5,9/10/2022 13:52,positif,Sangat menyenangkan dan mudah transaksi pembayaran pakai Ovo.
Muhammad Napan,5,9/10/2022 13:52,negatif,"Tolong jangan mempersulit pengguna, kalau sering eror jadi semakin jelek ratingnya, mau pakai gopay jadi malas"
Yarman official,1,9/10/2022 13:52,negatif,"Aplikasi buruk sekali.. Transfer saja tidak bisa, mempersulit orang...!!!"
APIF ANDIANI,5,9/10/2022 13:39,positif,"Mantap banget pakai ovo, selalu lancar dan aman"
macan kumbang,1,9/10/2022 13:35,negatif,"performa dan pelayanan ovo jelek, gak bagus"
sumar lina,1,9/10/2022 13:27,negatif,"Aplikasi jelek, tidak bisa masuk karena aktivitas mencurigakan padahal tidak melakukan kesalahan"
Asfid Baeni,5,9/10/2022 13:25,positif,"Ovo keren, selalu bisa diandalkan. terima kasih"
Devita Nida,5,9/10/2022 13:23,positif,Dengan ovo semua jadi mudah dan kirim uang jadi cepat...
haikal sibarani,5,9/10/2022 13:20,positif,"ovo selalu ada promo keren,, banyak untungnya"
Faisal Pratama,1,9/10/2022 13:16,negatif,"Saya beli paket kuota internet belum masuk, coba lapor tapi lama responnya, jadi malas"
Andre 2409,5,9/10/2022 13:15,positif,"Mudah dan aman dalam transaksi,, pastinya cepat"
Reza Himawan24,5,9/10/2022 13:15,positif,Sukses selalu ovo.. Semoga semakin banyak bonusnya�
Esa Saputra,1,9/10/2022 13:15,negatif,Aplikasi buruk susah masuk...... Padahal susah update juga..
Sandi Padilah,5,9/10/2022 13:14,positif,Cepat mudah dan praktis untuk transfer ke teman :)
RRQ BLOOD,1,9/10/2022 13:14,negatif,"Transaksi lama banget, mau jual pulsa jadi susah karena sering eror"
Arman Rina,5,9/10/2022 13:06,positif,"Mantap ovo, bisa transfer ke rekening bank dimana saja"
Cecep Septian,5,9/10/2022 13:06,positif,"Keren banget,, kalau sudah pakai ovo dijamin untung"
Acep Yandi,3,9/10/2022 13:06,negatif,"Kepada ini eror?? mohon diperbaiki lagi, sudah berapa kali gak bisa transfer uang, kecewa"
Angkatan 95,1,9/10/2022 13:03,negatif,"Ini aplikasi membuat kesal gak bisa diandalkan waktu darurat atau butuh proses cepat, malah jadi susah.. 👊👊👎👎👎👎�"
setiawan chanel07,5,9/10/2022 12:59,positif,"bagus sekali, transaksi dan isi saldo sangat mudah"
Sukarni Usman,5,9/10/2022 12:59,positif,"Baru pakai aplikasi ovo, aplikasinya bagus dan sangat membantu 👍"
Alfino GAMING,1,9/10/2022 12:55,negatif,Aplikasinya banyak masalah hapus saja gak guna banyak kendala lemot lagi
Muhamad raid ilham,5,9/10/2022 12:51,positif,"Aplikasinya bagus, fiturnya banyak dan mudah"
wahidah srihidayanti,5,9/10/2022 12:46,positif,Semua jadi mudah dan cepat dengan satu aplikasi😍
Panjul Panjul,4,9/10/2022 12:42,positif,"Baru coba dan nyaman, Semoga semakin banyak bonusnya"
M Wasrib,5,9/10/2022 12:41,positif,"Sangat mudah menggunakanya, berguna dan nyaman"
Fatimah Empat,5,9/10/2022 12:40,positif,Sangat membantu untuk setiap transaksi
danang aji nugraha abunay,5,9/10/2022 12:33,positif,transaksi cepat.. Selalu untung kirim disini
MHanif Zaid Maulana,4,9/10/2022 12:26,positif,"Senang banget,, terima kasih atas bantuannya ovo 🙏"
Oscar Seno Aji Mastopan,1,9/10/2022 12:26,negatif,Aplikasi bahaya.. uang ku masuk dan gak kembali.. adminnya ribet semuanya dan gak membantu
Ardy Ansyah,5,9/10/2022 12:13,positif,"Bagus sekali,, bermanfaat dan sangat membantu kirim uang"
Lis Kamto Channel,5,9/10/2022 12:13,positif,"Pakai LinkAja saja, sudah pasti aman dan nyaman"
romo waluyo,5,9/10/2022 12:12,positif,Oke dan cepat dipakai.. Tapi mungkin bisa dapat bonus lebih banyak..
mas yatno,5,9/10/2022 12:09,positif,Kirim uang atau transaksi lebih mudah dan cepat!!!!!!
Mochamad Alie,5,9/10/2022 12:07,positif,Oke pakai linkaja.. Ayo pindah ke linkaja saja!! Dijamin aman
Setya Adi,5,9/10/2022 12:07,positif,"Aman dipakai,, keren bisa menciptakan aplikasi bagus ini.."
Sucipto jaya,5,9/10/2022 12:02,positif,"Proses transaksinya sangat cepat, mudah dan aman"
Bang Jono,5,9/10/2022 12:00,positif,"Bagus, Selalu tingkatkan.. agar bisa lebih menarik pengguna..."
tabah budi,5,9/10/2022 12:00,positif,Sangat membantu dan mudah transaksi ke aplikasi lain
Nuryadin Oke,5,9/10/2022 11:53,positif,jadi mudah kalau transaksi pakai linkaja
Smell 79,1,9/10/2022 11:52,negatif,Bintang yang bicara� intinya gak bagus dan lama banget!!
Nela Nadiati,4,9/10/2022 11:32,positif,Banyak bonusnya!! Pakai dana agar lebih murah
Zainal Abidin,5,9/10/2022 11:25,positif,Aplikasinya keren� Mudah untuk transaksi dan Banyak bonusnya
Christ Kopeuw,4,9/10/2022 11:19,positif,sangat membantu karena batasnya bisa naik lagi
Rini Anggraeni,3,9/10/2022 11:13,negatif,"Jadi susah masuknya, mau cek transaksi gopay padahal"
Mutholib Abdul,5,9/10/2022 11:11,positif,Proses transaksi selalu cepat dan sangat mudah 👍👍👍
RARE Okzi,5,9/10/2022 11:09,positif,aplikasi keren.. Membantu karena sudah lengkap dengan sistem pembayaran di gopay..
Agung Setiyawan,5,9/10/2022 11:04,positif,"Bagus banget, Tapi tolong pengiriman ke bank harus lebih luas...."
Moch_Fauzi 27,2,9/10/2022 11:04,negatif,"Akun saya tidak dapat promo, padahal sering bayar di gopay juga"
Realme C2,1,9/10/2022 11:01,negatif,Setiap membuka aplikasi disuruh update setiap saat.. Capek
Sidi Harsoyo,5,9/10/2022 10:58,positif,"Lancar dan bagus, gopay juga nyaman karena bisa bayar online"
Ayu Amalia,4,9/10/2022 10:54,negatif,Tidak bisa sekarang bayar pdam pakai gopay dari gojek. Sedih
Budi Santoso,4,9/10/2022 10:49,positif,Sangat membantu dengan fitur gopay yang bisa transfer ke bank
Harry Satria,5,9/10/2022 10:46,positif,Sangat membantu untuk transaksi pembayaran online dan tagihan
Yogapps 1999,5,9/10/2022 10:45,positif,"Mantap, mudah, aman dan pasti selalu cepat.."
Rahma Dani,1,9/10/2022 10:42,negatif,"kemarin mau order tiba-tiba bermasalah, akun gak bisa digunakan, lapor juga gak berpengaruh, kocak.."
Ihsan Munawar,5,9/10/2022 10:39,positif,Oke Banyak Bonusnya apalagi kalau sering bayar di gopay
Jaka Purwanto,5,9/10/2022 10:34,positif,"Memudahkan pengguna di masa sekarang, sudah lengkap dengan gopay untuk bayar kebutuhan"
Thomas Kurnianto,5,9/10/2022 10:31,positif,"Sering ada bonus,, apalagi yang selalu isi gopay"
Jhose Andre,1,9/10/2022 10:26,negatif,"Tarif gojek tinggi, gopay kadang bermasalah, pelayanan biasa aja gak meningkat. Semoga diperbaiki"
Nur Jubaedah,5,9/10/2022 10:18,positif,Sangat membantu terima kasih gojek karena membuat fitur gopay
Nazwa Khanza Ramadhani,5,9/10/2022 10:18,positif,"Nyaman pakai gojek, promonya bisa dipakai. Dapat promo karena bayar pakai gopay.."
Jefri Kurniawan,1,9/10/2022 10:10,negatif,Aplikasinya gak bisa dipakai.. sering buka tapi tertutup sendiri.. aplikasinya jelek banget.
Ifad Hestira Kusumawati,5,9/10/2022 9:57,positif,Sampai sekarang gojek aman dan lancar..👍👍 gopay banyak membantu..
Zainul Arifin,5,9/10/2022 9:57,positif,Transaksi pasti puas dan aman kalau pakai gopay.. MANTAP!!
Budinurwati Karmidah,5,9/10/2022 9:55,positif,"Sukan pakai gojek, karena sudah lengkap dengan layanan gopay untuk pembayaran online"
Akbar Buchori,1,9/10/2022 9:55,negatif,"Aplikasi buruk,, Pakai gopay kadang gangguan dan tidak bisa transfer"
Mafaaza Nazla,1,9/10/2022 9:50,negatif,"Kode untuk membuat pin gopay tidak masuk ke SMS, karena pin gopay belum diatur.. aplikasinya tidak bisa dibuka"
Marcqutbie Alfattan,5,9/10/2022 9:45,positif,Terbantu dengan gopay untuk traksaksi dan bayar tagihan
Sitii Rohmahh,1,9/10/2022 9:42,negatif,"jelek sekali aplikasinya, mau pesan di gofood pakai gopay keluar sendiri padahal wifi lancar, buat emosi saja 😡"
Kasro Adit,1,9/9/2022 17:49,negatif,"Iklan mengganggu� maunya hanya beli dan bayar dari shopeepay, iklan muncul, Gak jelas"
Imam Pras,4,9/9/2022 17:44,positif,"aplikasi keren dan mudah,, kalau belanja pakai shopeepay sering ada bonus.."
saddha tiyo,1,9/9/2022 17:43,negatif,aplikasi nya terlalu berat.. Padahal yang dibutuhin hanya belanja dan kebutuhan shopeepay buat transfer
Alone is happy,4,9/9/2022 17:42,positif,sangat puas.. Tingkatkan lagi untuk promo di shopeepay�
Ari Sisda setiawan,1,9/9/2022 17:34,negatif,"Semakin pelit. Memberikan gratis ongkir saja sudah jarang, hanya hari tertentu.. "
Widya Arisanti,5,9/9/2022 17:30,positif,"shopeepay menolong banget untuk pembeli atau penjual, sering pakai dijamin untung!!"
Didi Junaedi,4,9/9/2022 17:30,negatif,"Shopee lemot ya.. mohon ditingkatkan pelayanannya, terutama untuk shopeepay"
dimas dimasaldzikri,5,9/9/2022 17:28,positif,Mantap!! shopeepay membantu untuk transfer tanpa biaya admin�
rara umaira,5,9/9/2022 17:28,positif,"Senang belanja di shopee karena pakai fitur shopeepay,,, Semoga bermanfaat.."
Han Birdy,1,9/9/2022 17:17,negatif,"Dulu bisa diandalkan bayar listrik dan bpjs lewat shopeepay,, sekarang sering eror, kecewa juga�"
Rudiana Feter,2,9/9/2022 16:55,negatif,Buka shopeepay keluar lagi gak jelas.. kenapa update semakin hancur?
iah82,1,9/9/2022 16:48,negatif,"Sekarang ongkir mahal, toko yang sebelah lebih murah ongkirnya.. sekarang dapat promo juga susah."
Lina Herlina,5,9/9/2022 16:46,positif,Shopeepay sangat membantu�. Keren dan aman
Papah Noura syakira syifei,2,9/9/2022 16:46,negatif,"minggu ini, buka shopeepay sering eror dan Lambat. Mohon segera diperbaiki.."
Vanesya Nurmasari,2,9/9/2022 16:44,negatif,"Semakin kacau ini aplikasi, setiap mau klik menu shopeepay, pasti keluar dengan sendirinya, atau layar putih. Tolong diperbaiki!!"
Indah Meyliana,1,9/9/2022 16:33,negatif,Lemot...update sama saja. banyak program tidak jelas jadi berat.. Saya butuh shopeepay saja padahal
Ardi Rasta,3,9/9/2022 16:25,negatif,"Tolong kembali ke fitur Shopee yang lama. akibat fitur video jadi semakin lemot, eror, parahnya tiba-tiba mati.. Saya hanya butuh fitur belanja sama shopeepay"
kristianto hezron,1,9/9/2022 16:25,negatif,semakin update kenapa lemot. Malas pakai shopee lagi� shopeepay kadang sering eror juga
Bolo Dewe,3,9/9/2022 16:24,negatif,"kenapa akun Shopee diblokir? :( saya lagi pesan dan tiba tiba diblokir, shopeepay tidak dikembalikan:("
Havie Zcho,2,9/9/2022 16:20,negatif,"Lagi pilih barang gangguan, lagi cek shopeepay lama juga.. harus keluar dari aplikasi dulu"
Rizky Aji wahyudi,2,9/9/2022 16:12,negatif,Sudah berapa kali upgrade shopeepay gagal dan kalau sudah bisa baru ditambah lagi
yuli sss,5,9/9/2022 16:11,positif,sangat membantu belanja karena proses cepat.. Bayar bisa pakai shopeepay
Sudarmadi Mirai,3,9/9/2022 16:02,positif,suka banget.. Bayar pakai Shopeepay saja untuk dapat bonus juga!!
Nia Sobri,5,9/9/2022 15:45,positif,saya senang belanja di shopee... Kalau belanja pasti pakai shopeepay untuk bayar
kanZ bee,2,9/9/2022 15:40,negatif,kenapa sering lemot ya?? Buka shopeepay jadi gak bisa😍😍😍😍
kumsiyah,3,9/9/2022 15:38,negatif,"Akhir ini sering eror. Gambar gak muncul, lemot, loading lama banget padahal sudah dibersihkan. beli pulsa susah banget, jadi malas belanja"
Rossy Icha,5,9/9/2022 15:31,positif,"Sangat puas belanja di Shopee, karna bisa membantu saya bisa pilih bayar langsung atau pakai shopeepay.."
Teuku Fachri,5,9/9/2022 15:31,positif,"Belanja di shopee kualitas terjamin, harga lebih murah, shopeepay sering ada bonus"
Pahrur Rozi,5,9/9/2022 15:30,positif,Shopeepay oke banget untuk transfer ke bank!!
rina menyun,5,9/9/2022 15:30,positif,"Mudah dalam belanja secara online, dan transaksi pakai shopeepay"
Ardita Elok,3,9/9/2022 15:28,positif,selebihnya aman.. Pakai shopee juga butuh shopeepay karena bisa transfer gratis
Jovi Joviwawan,1,9/9/2022 15:28,negatif,"Membuat emosi, mau cek Shopeepay lama banget buka, padahal buka aplikasi lain lancar, tapi buka aplikasi Shopee sekarang lemot banget"
Indra Oktora,5,9/9/2022 14:52,positif,terima kasih sangat mudah dan dijamin aman.🙏🙏🙏🇮🇩🇮🇩🇮🇩
Sutikno tikno,5,9/9/2022 14:52,positif,Dana aplikasi Baik dan nyaman untuk digunakan
M Ridho Wahyudi,3,9/9/2022 14:50,negatif,"Saya sudah isi dana sebesar 50.000 tapi tidak masuk, mohon bantuannya admin dana"
Rara Chan,1,9/9/2022 14:49,negatif,"Dana saya rusak, selalu keluar,, kadang eror dan itu lama"
ifend yurrah,5,9/9/2022 14:48,positif,mantap aplikasinya..👍 mudah digunakan
Adi Yadi,5,9/9/2022 14:46,positif,bagus dan sangat membantu saya yang malas keluar rumah
Daffa Jiro,5,9/9/2022 14:37,positif,"sering dapat bonus, semoga selalu memuaskan pengguna"
Alamsyah Misbah,3,9/9/2022 14:37,negatif,"Kenapa kalau mau kirim sering upgrade padahal sudah upgrade sampai 3 kali tapi sering kadang"" begitu..."
Ja Dul,4,9/9/2022 14:36,positif,"dana bagus banget,, terbantu karena aplikasi ini"
Robin Silitonga,5,9/9/2022 14:34,positif,Sangat puas.. Semoga lebih baik dan lebih keren
faharuddin official,1,9/9/2022 14:33,negatif,Saya pakai aplikasi ini untuk transaksi jual pulsa tapi kenapa setiap mau pembelian terkadang jumlah pulsa yang ingin di beli tidak tampil....
fauzi syahputra m,1,9/9/2022 14:32,negatif,"Aplikasi rusak, saldo hilang tanpa sebab, admin tidak respon. Wajib dihapus!!!!"
Novita Sari,1,9/9/2022 14:31,negatif,"Aplikasi sudah update, jaringan bagus tapi tetap saja gak bisa buka. Mohon segera diperbaiki"
Luri Sheyka,1,9/9/2022 14:31,negatif,"Aplikasi merugikan, habis pulsa buat komplain saja tidak dilayani.."
Ramdan Gunawan,4,9/9/2022 14:28,negatif,"Kurang bagus, respon lama, kadang kalo gak rajin di update juga gangguan.."
ibnu affan,5,9/9/2022 14:27,positif,sangat memuaskan dan membantu.... Tingkatkan!!! sukses selalu
Alfaridzi Aji,5,9/9/2022 14:27,positif,sangat puas sejauh ini.. semoga semakin meningkat kualitasnya
Ranataakbar Ranata,5,9/9/2022 14:26,positif,bagus dan mudah untuk bertransaksi
Chintya Novrinda,3,9/9/2022 14:26,negatif,Transfer hari ini sistem sibuk terus ya? Jangan gangguan.. Masih butuh
Abu Yusri,5,9/9/2022 14:24,positif,"Dana Oke, Terima kasih Dana, semua sudah bisa digunakan kembali"
Tri Bayu Laksono,5,9/9/2022 14:23,negatif,"tolong. Kenapa waktu masuk ada pemberitahuan "" anda sudah lama tidak aktif"" ini bagaimana??"
El Dika,3,9/9/2022 12:37,negatif,"potongannya terlalu mahal,, kalau bisa jangan ada potongan"
TRIZNA BACTI,5,9/9/2022 12:36,positif,"Nyaman dan enak pakai ovo,, pertahankan"
dugung kancap,1,9/9/2022 12:36,negatif,mau marah takut dosa. Kesal sama aplikasinya 😔
Asrof khan,5,9/9/2022 12:35,positif,"Baru memakai ovo, semoga selalu menjadi aplikasi terbaik.."
wan ahsan,5,9/9/2022 12:31,positif,Puas dan senang banget.. pertahankan ovo
Choyo Valdy,5,9/9/2022 12:23,positif,mudah dan cepat untuk mempelajari fiturnya..
Algi IsHere,1,9/9/2022 12:22,negatif,"Mau Transfer Aja gak bisa, Rusak , Hapus saja, saldo juga tiba-tiba kurang"
Randy Amri,5,9/9/2022 12:20,positif,"Proses mudah, isi saldo pelayanannya juga cepat"
Mabrur,1,9/9/2022 12:20,negatif,Aplikasi gak bermutu. Tinggalkan aplikasi seperti ini
Caranya Mabrur,1,9/9/2022 12:19,negatif,"Aplikasi bodoh, jangan pernah install. Percuma menghabiskan kuota"
Cah Semprol,5,9/9/2022 12:13,positif,Mantap� ovo semakin bagus dan lancar aplikasinya
Rajudin Ptk,4,9/9/2022 12:10,positif,Mudah dan membantu untuk transfer dimana saja
Azwar Danu,1,9/9/2022 12:10,negatif,"Biaya transfer ke bank sangat mahal 2500 , yang lain gratis !! mau cepat kaya aplikasi ini"
ricky tampan,1,9/9/2022 12:09,negatif,"Transfer ke bank lain biaya 2500 , tapi masuknya lama, bagaimana ini??"
Ismawati 123,5,9/9/2022 12:06,positif,"Bagus banget,, karena mudah dan dijamin aman"
Galih Ramadhani,1,9/9/2022 12:05,negatif,Mau upgrade premium susah banget. gak seperti aplikasi sebelah. Kesal sering gagal harus pasang ktp... Ribet banget
fian 74,4,9/9/2022 12:04,positif,Oke dan bagus dalam pengunaan transaksi online
Hadi Purnawan,5,9/9/2022 11:58,positif,"Sangat puas pakai ovo,, semoga semakin baik!!!!!"
Faisal Zeni,1,9/9/2022 11:54,negatif,"aplikasi bodoh, gak jelas... baru isi langsung diblokir, dan gak bisa dibuka lagi,... jangan download ini,daripada menyesal nanti.."
Dmulyana Sunda,5,9/9/2022 11:52,positif,Cepat tanggap dalam melayani pengguna
Rahmat Rahmat,5,9/9/2022 11:46,positif,Bagus dan Praktis untuk bayar apalagi untuk belanja online
Deni Pandu,5,9/9/2022 11:45,positif,Memudahkan pembayaran dengan saldo yang bisa dipakai dimana saja
Tasroniah Tas,1,9/9/2022 11:43,negatif,Update susah semoga aplikasi ini hilang dari bumi kalau sering eror dan membuat susah
Edy Gharenk,4,9/9/2022 11:41,positif,"Ovo oke,, selalu bisa. Mudah dan lancar aplikasinya"
Bagas Bagas,5,9/9/2022 10:40,positif,Sangat bermanfaat dan membantu dalam memudahkan transaksi
Dani Adriansyah,5,9/9/2022 10:32,positif,Aplikasi transaksi yang cukup bagus dan sangat membantu
Panji Agung,4,9/9/2022 10:30,negatif,Tolong pihak linkaja saya sudah coba menghubungi admin yang tersedia kenapa nomornya tidak valid?? Kenapa gak jelas 🙏🙏
Resti Aja,5,9/9/2022 10:24,positif,keren banget� ayo semua pakai linkaja dijamin puas!!
Sugeng Sutantijo,5,9/9/2022 10:18,positif,Cara cepat bayar tagihan pulsa dan transaksi lain
Sukanto Sutjoko,5,9/9/2022 10:17,positif,Cukup memuaskan dan mudah prosesnya
Amelia nur fajrianti,1,9/9/2022 10:12,negatif,"kecewa banget sama ini aplikasi, mau buka blokiran pin aja susah banget, mau isi saldo di gopay juga susah banget"
Naysilla Alicia yuri,5,9/9/2022 10:07,positif,Aplikasinya bagus dan mudah digunakan daripada yang lain..
Hery firmansyah,5,9/9/2022 10:03,positif,Mantap� lancar buat transfer dimana saja
naila fikri,5,9/9/2022 10:02,positif,"Mudah dan cepat.. Tidak perlu khawatir, uang pasti aman"
EVI SUPRIYANTO,5,9/9/2022 10:00,positif,Transaksi lebih mudah dan pasti sangat aman
khaerul onasis,5,9/9/2022 9:56,positif,"Sangat membantu dalam bertransaksi, murah, mudah dan cepat"
